"","V11","V207","V210","V223","V323","V375","V465","V533","V534","V535","V551","V555","V573","V661","V686","V754","V800","V1001","V1112","V1215","V1288","V1293","V1392","V1448","V1572","V1635","V1687","V1731","V1733","V1734","V1824","V1875","V2242","V2296","V2448","V2819","V2850","V2859","V2882","V2909","V2930","V2975","V3019","V3045","V3056","V3058","V3059","V3060","V3061","V3173","V3214","V3236","V3237","V3324","V3339","V3402","V3405","V3443","V3472","V3489","V3717","V3729","V3733","V3734","V3736","V3740","V3743","V4019","V4020","V4021","V4022","V4063","V4081","V4086","V4097","V4118","V4408","V4863","V4887","V4983","V4993","V4996","V5023","V5024","V5067","V5084","V5091","V5094","V5099","V5102","V5104","V5108","V5117","V5130","V5209","V5242","V5388","V5465","V5542","V5588","V5868","V5911","V6089","V6153","V6198","V6208","V6220","V6320","V6322","V6421","V6423","V6461","V6481","V6497","V6513","V6542","V6570","V6741","V6745","V6782","V6873","V7013","V7104","V7105","V7118","V7228","V7229","V7249","V7333","V7340","V7437","V7533","V7566","V7605","V7606","V7616","V7769","V7772","V7787","V7789","V7800","V7849","V7871","V7886","V7887","V7890","V8278","V8313","V8317","V8473","V8570","V8919","V8969","V9046","V9078","V9088","V9228","V9300","V9315","V9318","V9354","V9472","V9689","V9954","V9976","V10038","V10249","V10338","V10366","V10654","V10656","V10662","V10663","V10733","V10735","V10807","V10811","V10905","V11042","V11097","V11180","V11185","V11280","V11415","V11619","V11652","V12239","V12243","V12248","V12297","V12405","V12449","V12508","V12509","V12588","V12620","V12638","V12676","V12712","V12731","V12762","V12853","V12922","V13019","V13030","V13033","V13041","V13082","V13083","V13084","V13108","V13149","V13165","V13267","V13314","V13323","V13387","V13613","V13616","V13621","V13640","V13772","V13789","V13823","V13920","V14003","V14208","V14264","V14265","V14266","V14267","V14268","V14388","V14393","V14466","V14627","V14628","V14632","V14633","V14634","V14636","V14639","V14641","V14642","V14645","V14653","V14654","V14658","V14668","V14670","V14671","V14672","V14676","V14677","V14678","V14681","V14683","V14684","V14685","V14703","V14706","V14707","V14708","V14710","V14713","V14714","V14716","V14717","V14718","V14721","V14722","V14724","V14727","V14728","V14732","V14734","V14735","V14747","V14748","V14873","V14883","V14999","V15001","V15070","V15198","V15210","V15212","V15217","V15223","V15354","V15613","V15621","V15623","V15635","V15639","V15749","V15759","V16055","V16056","V16057","V16058","V16135","V16174","V16318","V16346"
"11",0,27,149,9,0,1,2,4,1,3,0,22,6,38,3,3,12,0,11,8,5,7,46,3,26,2,5,7,6,8,0,6,14,0,4,16,35,4,1,5,1,10,4,28,2,448,34,1004,299,23,10,0,0,5,11,7,12,8,274,2,2,2,687,62,0,383,0,690,498,73,10,37,6,90,1,7,5,0,3,8,201,10,5,16,40,6,2,0,2,1,8,3,4,32,12,3,6,4,2,4,19,2,5,2,4,8,17,175,106,0,4,3,23,6,6,0,10,8,13,4,38,0,1,2,19,11,13,23,11,7,27,2,2,5,2,5,3,6,10,22,2,0,6,6,19,1,64,2,6,0,17,7,41,7,0,19,5,17,3,0,0,7,6,12,0,21,7,4,7,2,1,2,3,10,0,0,5,4,16,5,3,59,0,10,1,1,23,8,5,0,13,1,0,0,1,19,0,5,3,6,3,13,364,6,1,12,5,174,47,42,17,4,4,10,3,0,0,557,1228,147,1,0,2,0,2,8,0,1813,289,12,49,8,1,1,14,160,22,65,74,7,49,34,9,15,13,21,48,38,7,70,23,12,17,123,16,50,41,7,42,27,89,17,49,27,44,41,63,18,9,13,13,59,47,53,3,33,54,52,42,0,2,0,0,54,1,6,0,235,13,10,7,10,7,10,7,11,6,12,3,2,9,120,6,393,0
"12",2,23,402,11,0,24,6,12,7,3,0,1,15,6,23,5,4,2,3,20,9,9,63,7,12,6,13,26,12,9,0,8,0,22,1,26,41,20,1,4,5,0,14,7,5,204,6,901,278,0,15,0,0,5,4,4,14,14,381,4,3,5,286,75,0,175,0,732,614,103,11,41,2,1,0,0,14,11,1,17,290,20,12,26,95,6,3,4,4,5,13,2,7,0,18,1,15,0,9,2,24,5,1,2,14,3,8,176,61,0,1,2,42,25,0,0,22,7,2,6,19,0,0,0,4,14,29,1,9,1,36,8,7,5,2,7,12,34,22,7,2,1,1,1,32,2,52,1,2,11,2,8,31,18,0,14,6,37,10,3,0,3,0,8,1,23,16,0,2,3,6,1,140,8,0,13,13,8,16,0,1,16,0,8,6,58,20,11,5,1,19,2,0,0,0,13,0,5,3,8,2,3,367,44,4,19,3,64,69,16,5,4,6,20,3,0,0,282,829,130,3,0,0,0,5,13,0,1476,404,14,0,2,12,14,17,260,28,106,97,8,100,48,11,20,22,58,54,32,16,98,44,18,23,193,34,119,71,15,55,27,118,29,79,43,89,59,115,35,10,26,30,117,76,77,8,45,88,64,53,21,298,0,0,12,2,5,0,259,25,15,15,3,5,14,26,5,6,13,10,7,12,153,4,275,0
"13",0,35,320,11,0,20,5,0,0,1,0,12,2,6,18,12,12,3,3,5,5,12,19,7,19,4,10,12,5,8,0,6,4,6,0,26,48,3,2,6,1,3,6,20,4,243,18,751,240,0,14,0,0,12,6,17,10,10,304,2,7,3,412,95,0,169,0,630,518,57,14,33,0,9,4,8,4,0,9,9,221,14,5,21,73,10,5,2,4,14,5,5,4,23,15,2,11,15,8,8,15,0,3,6,5,19,6,104,61,0,2,2,37,15,7,0,159,4,39,11,86,0,1,3,8,6,29,20,10,6,16,2,6,10,8,6,8,34,91,75,11,0,8,9,27,9,64,5,2,6,7,5,20,2,0,14,0,2,13,5,0,4,0,9,7,24,4,6,6,2,7,1,9,16,0,5,7,4,11,7,6,67,0,9,6,1,30,18,13,1,12,0,0,0,2,8,3,6,2,5,3,22,202,16,10,12,5,21,42,16,6,6,3,16,3,0,0,318,724,35,6,5,23,0,10,11,1,1277,438,8,49,8,4,3,3,108,38,83,97,16,57,43,15,10,23,12,66,35,7,62,18,3,28,82,26,74,53,9,60,23,74,13,46,31,73,53,116,22,16,11,28,49,52,30,10,31,37,57,61,0,8,0,0,17,7,6,0,217,33,3,7,6,9,15,15,25,7,7,7,1,5,141,18,187,0
"14",0,31,263,20,0,16,3,13,11,28,0,22,0,3,13,1,9,16,9,21,6,6,12,2,11,3,9,5,15,7,0,2,2,10,1,17,36,8,1,4,5,4,4,32,7,311,24,746,259,0,7,0,0,14,0,18,18,9,274,1,7,6,394,75,0,113,0,692,556,97,11,1,0,13,3,3,0,0,2,12,209,8,5,2,29,5,3,4,5,12,1,3,25,9,9,7,2,1,3,3,24,2,1,9,5,5,1,342,375,0,4,6,46,10,4,0,141,7,19,13,35,0,0,3,11,11,31,0,11,4,24,3,13,7,1,2,9,27,31,103,4,0,4,3,60,3,55,7,4,9,4,22,25,12,0,25,0,0,10,5,0,14,0,15,1,17,9,4,6,0,0,0,0,1,0,15,11,9,9,0,6,34,0,7,6,1,16,12,2,1,12,2,0,0,0,4,2,5,4,7,8,17,173,13,7,8,4,63,46,8,16,6,11,18,13,0,1,303,452,100,4,5,7,0,7,13,7,416,24,0,1,0,6,9,22,120,28,75,94,8,53,49,21,15,20,42,42,57,14,62,24,11,39,104,25,74,86,10,37,23,89,18,57,17,66,44,99,13,6,18,25,64,51,50,9,47,59,52,51,0,0,0,0,5,8,2,0,1,6,6,13,2,9,3,7,8,15,14,3,4,3,70,20,114,0
"15",0,14,267,7,0,10,3,2,0,13,1,11,2,14,3,1,5,6,0,11,6,5,47,0,12,1,9,13,5,2,3,1,3,12,5,25,38,14,2,6,6,1,0,0,5,142,3,929,321,2,15,0,0,3,6,29,7,6,359,0,2,11,353,55,0,158,0,582,525,56,16,8,2,0,1,3,0,0,1,17,210,10,3,1,38,4,4,7,4,10,6,6,9,13,7,2,21,22,4,1,25,2,1,2,5,5,4,135,229,0,16,5,15,14,4,0,64,4,2,15,21,0,0,1,14,14,17,0,9,4,0,7,9,10,9,10,12,17,38,150,4,0,15,5,6,2,62,7,6,3,13,9,25,6,12,16,1,0,5,8,0,5,0,9,5,4,3,5,2,0,0,0,0,0,1,7,5,6,1,1,4,1,0,20,7,3,11,11,3,0,14,3,0,0,2,10,0,1,1,11,1,3,193,7,0,4,0,43,36,13,1,7,2,10,2,0,0,198,574,84,3,2,2,0,21,6,5,445,13,1,0,6,5,8,6,161,17,90,89,6,63,59,17,12,25,35,60,23,10,78,26,9,19,166,28,74,65,8,69,27,75,24,77,37,76,48,107,25,12,28,29,73,68,61,9,42,39,72,46,3,79,2,0,4,4,4,0,39,9,5,9,1,13,10,13,1,8,11,10,3,2,75,22,129,0
"16",6,5,223,5,0,6,12,0,0,2,1,10,30,16,0,0,51,3,2,5,3,8,10,1,8,9,6,8,3,18,0,3,1,5,3,13,27,3,3,2,1,4,1,7,3,363,68,1046,337,0,5,0,0,6,17,0,3,1,438,11,2,5,1175,182,0,255,0,1164,1193,134,25,111,1,0,1,8,7,4,1,2,255,7,3,0,45,3,5,0,4,6,3,3,1,1,1,2,3,13,6,3,18,1,2,5,2,7,23,66,18,0,21,4,6,15,8,0,0,4,1,1,82,0,2,3,3,10,53,0,6,5,0,0,1,6,1,8,2,26,19,96,3,0,7,10,1,2,22,1,4,0,11,8,42,3,0,12,2,0,2,2,6,9,0,3,0,7,6,1,1,15,2,0,13,1,0,1,1,3,5,2,3,0,0,9,6,0,29,5,9,0,5,9,1,0,1,7,0,1,2,2,0,1,419,0,0,10,3,126,65,47,1,6,5,13,1,0,0,526,1238,119,2,2,7,0,6,3,9,1589,498,11,29,32,2,3,14,154,25,79,83,7,39,77,10,16,15,23,72,37,8,69,14,11,24,109,17,68,57,5,51,22,78,16,63,13,44,42,95,22,11,13,20,37,73,47,7,43,59,56,37,4,30,0,3,0,1,5,0,164,27,1,8,19,3,4,11,8,2,8,3,5,13,29,1,277,0
"17",0,15,354,4,0,4,12,0,0,2,0,4,0,0,2,0,4,6,2,15,2,6,21,1,9,1,3,1,4,0,2,12,2,0,3,13,47,7,0,2,8,2,1,10,3,40,5,609,210,0,8,1,0,5,10,30,5,9,249,0,2,5,79,27,0,50,1,475,365,32,2,20,0,0,0,1,2,0,0,5,132,10,4,2,43,9,1,3,8,12,4,5,5,8,5,1,4,0,6,0,24,1,0,3,7,5,7,235,52,0,10,2,14,8,0,0,0,2,2,6,11,1,0,0,3,11,16,0,3,7,4,1,1,4,4,7,3,14,47,16,4,0,0,3,13,2,52,0,6,2,9,6,7,3,0,8,32,22,3,2,0,2,11,10,0,10,8,3,0,4,0,1,20,0,0,4,8,2,3,4,3,20,0,9,5,5,3,5,1,1,11,1,2,0,5,6,0,0,5,5,0,0,45,2,7,4,2,8,12,4,5,3,3,12,2,0,0,352,710,17,16,3,3,3,9,5,1,1241,199,19,118,6,8,5,1,125,15,52,45,4,37,37,6,6,14,14,33,27,6,52,14,4,15,91,1,40,39,12,41,13,61,6,31,16,28,39,41,16,5,11,14,48,31,39,5,22,28,34,39,0,0,0,0,0,2,10,2,220,34,2,8,1,1,9,9,7,3,11,7,4,5,98,1,87,0
"18",4,11,344,8,0,14,1,0,0,3,5,4,0,2,13,13,2,2,10,15,4,15,37,6,5,2,7,14,15,4,1,18,5,0,0,10,45,2,2,5,1,6,9,11,4,125,10,551,169,3,10,0,0,2,4,2,6,7,222,0,3,5,238,23,0,111,0,616,686,48,9,22,0,2,24,0,2,0,13,10,213,11,3,3,63,6,2,3,3,6,14,3,4,11,16,5,6,22,8,4,24,1,3,3,3,2,2,198,53,0,0,7,37,6,1,2,139,6,7,10,5,0,6,7,12,12,34,96,6,1,3,0,0,16,7,6,6,18,17,17,1,0,0,1,2,2,76,1,7,2,5,8,37,17,0,16,2,3,14,1,2,4,0,6,1,44,6,2,1,1,0,0,3,4,0,6,5,13,21,5,2,9,0,17,3,13,11,17,6,1,17,2,0,0,0,13,0,5,1,0,2,2,227,21,5,4,3,33,14,5,8,6,5,10,6,0,0,355,955,32,2,0,13,0,2,11,2,1292,340,8,181,20,1,0,1,193,33,60,66,9,50,73,14,16,22,35,61,20,11,77,19,8,15,181,24,87,40,13,44,21,92,10,47,19,40,55,76,20,12,15,22,78,66,63,6,58,43,72,57,4,1,0,0,12,3,5,0,310,7,2,2,8,5,4,4,4,11,19,7,3,7,182,11,95,0
"19",0,49,339,14,0,10,7,2,1,0,1,4,1,28,4,13,7,8,4,9,11,8,19,3,4,0,3,12,3,1,0,0,1,2,8,14,27,11,3,3,5,3,3,17,1,660,41,1009,337,0,8,0,0,2,2,17,8,11,317,1,5,1,1111,92,0,415,0,606,461,163,21,4,5,2,1,3,4,0,0,18,170,12,4,5,32,1,5,2,4,1,6,2,2,27,10,2,2,2,3,1,12,0,2,4,6,1,0,112,145,0,3,4,34,6,1,1,2,10,0,7,75,0,0,0,12,7,7,19,2,8,24,4,8,9,1,0,2,17,28,28,0,0,5,6,116,0,6,2,6,4,24,4,32,22,1,45,7,0,11,2,10,9,0,5,1,10,3,0,1,10,8,1,34,8,0,7,7,5,11,2,4,39,0,5,2,2,21,2,4,0,11,0,0,0,0,5,0,2,1,8,4,13,227,18,3,7,7,312,53,42,8,3,5,19,1,0,0,940,1211,88,2,8,7,0,1,13,5,330,34,0,0,0,8,8,67,124,11,62,53,4,35,40,8,11,19,15,45,19,10,48,17,7,12,67,14,73,51,16,43,25,61,21,63,17,33,34,61,10,6,12,13,31,57,34,4,29,29,47,50,14,112,1,0,4,1,9,0,16,11,10,10,5,6,10,7,4,1,10,5,1,0,30,10,110,0
"20",0,31,234,7,0,0,2,0,0,6,2,3,10,0,5,1,13,1,4,12,5,10,18,1,3,3,15,13,5,11,1,6,5,7,5,12,40,4,2,1,1,1,2,9,1,182,12,588,173,0,9,0,0,1,13,11,4,5,341,2,8,7,400,149,12,85,0,581,287,74,9,31,3,0,1,1,5,0,0,5,205,13,3,5,51,5,4,3,2,5,11,3,5,15,8,1,0,7,1,3,9,3,1,1,0,8,13,204,241,1,11,2,12,19,3,1,57,3,6,8,31,0,0,5,16,16,23,10,7,3,2,1,1,7,1,9,3,16,11,67,3,1,15,5,6,4,26,5,6,2,2,9,29,11,3,30,0,0,3,6,1,3,0,7,3,9,10,2,1,1,2,0,6,0,0,2,4,9,6,1,3,8,0,20,8,2,11,4,6,0,7,1,1,0,0,36,0,0,0,3,3,2,260,17,1,4,12,56,64,24,3,6,3,23,7,0,0,385,764,40,3,2,5,0,11,9,8,1298,462,5,0,1,3,5,4,175,29,72,63,8,52,47,12,11,9,14,47,31,6,76,27,7,22,148,19,78,69,21,58,32,94,19,47,37,46,50,89,25,9,12,30,61,49,45,11,58,45,45,54,2,41,0,0,4,5,5,0,192,8,6,13,2,0,6,9,0,4,10,9,5,9,60,15,263,0
"21",4,21,248,15,0,2,10,0,0,0,2,1,0,7,4,1,8,4,0,15,6,15,19,2,5,0,6,8,2,8,1,3,0,22,0,15,23,10,0,5,1,4,1,2,3,188,7,831,305,0,8,0,0,4,4,13,9,14,279,5,9,7,351,57,4,180,0,745,739,70,13,19,0,0,1,2,14,0,5,23,217,14,0,1,42,7,3,6,4,2,7,2,8,0,8,1,12,1,4,3,33,1,0,3,0,3,10,89,28,0,16,1,17,13,2,0,24,3,0,6,17,0,1,0,6,16,17,0,2,2,6,1,4,3,4,2,2,11,25,2,1,0,0,5,16,0,34,1,7,1,8,21,31,6,2,23,7,5,4,6,2,8,0,7,5,14,8,2,9,0,0,2,10,12,0,2,7,7,0,6,3,3,0,0,3,5,13,4,2,1,18,0,0,0,3,2,0,1,0,1,6,4,306,6,5,10,5,52,26,8,3,5,8,22,5,0,0,345,1008,92,5,1,3,0,5,10,1,1445,138,8,0,13,10,5,25,189,17,65,77,8,69,59,8,12,12,23,59,19,19,73,17,5,27,159,24,81,51,14,44,21,68,21,33,20,58,40,82,22,4,26,27,50,55,68,8,39,61,59,32,12,50,0,0,2,4,5,0,55,17,29,5,2,13,4,9,3,7,6,5,1,9,93,10,184,0
"22",0,8,231,1,0,0,8,0,0,0,0,7,0,21,0,0,20,1,0,7,5,7,3,1,2,1,5,11,4,2,0,3,1,0,2,34,25,0,1,1,2,3,4,5,1,262,28,860,210,0,12,0,0,4,9,5,12,5,383,4,4,5,441,95,0,126,1,702,600,80,20,34,4,0,0,0,3,0,5,12,236,11,0,1,48,4,0,5,4,11,11,2,3,2,4,4,1,11,7,1,14,1,0,1,7,1,3,84,17,0,2,6,10,21,3,2,14,8,14,6,34,0,0,0,4,9,8,28,2,5,0,1,2,4,3,4,9,33,56,65,2,1,14,0,0,0,27,8,5,2,0,0,35,4,2,16,0,0,3,2,0,2,0,4,0,2,7,9,1,1,0,0,3,1,0,1,5,3,1,5,1,1,0,12,0,1,13,3,5,1,13,2,0,0,0,8,1,0,3,4,1,2,367,3,0,7,5,60,52,20,4,5,4,14,6,0,0,490,1162,124,0,0,5,0,9,5,3,1665,748,8,0,34,3,3,1,222,31,74,102,9,72,65,7,9,31,9,51,29,11,60,17,3,16,151,23,81,44,8,70,16,75,15,30,29,28,59,72,28,8,21,16,50,67,71,13,40,40,52,56,0,0,0,0,3,5,6,0,74,21,5,2,1,3,7,13,9,5,16,5,5,11,39,11,144,0
"23",10,3,51,4,0,2,5,5,4,13,7,33,5,1,0,0,9,2,2,7,8,10,86,4,4,1,5,10,10,1,0,1,0,5,0,15,23,4,2,4,7,4,1,20,2,33,11,327,110,4,24,0,1,7,5,0,6,4,172,3,1,18,183,40,0,80,0,655,712,14,3,1,7,0,3,7,4,23,3,4,260,11,4,1,39,7,4,9,3,6,8,3,6,7,4,4,4,8,2,5,37,1,3,0,7,5,14,177,134,0,0,1,19,9,3,0,54,6,3,2,9,0,1,2,11,9,11,0,5,3,1,2,1,11,5,5,5,15,21,19,1,0,10,3,5,0,15,0,8,2,4,1,18,10,0,17,2,6,9,7,0,0,0,5,2,30,15,1,2,0,0,0,0,3,0,1,0,8,0,16,4,0,0,12,5,1,6,18,1,0,15,4,0,0,0,2,0,6,1,4,2,0,189,3,5,5,3,16,23,10,1,5,7,14,5,0,0,278,451,24,3,4,3,0,2,7,1,716,176,3,50,20,1,1,9,165,18,94,127,11,80,51,17,7,31,29,67,35,13,96,27,7,24,283,15,103,66,14,69,29,110,18,57,28,62,83,116,12,14,22,23,82,82,99,11,70,79,26,68,0,0,1,0,2,5,10,0,32,2,3,6,4,12,20,11,1,5,22,8,3,4,147,8,150,0
"24",0,1,14,1,0,0,0,0,0,0,9,0,10,34,0,0,9,1,0,8,3,3,1,1,0,11,2,9,1,0,0,0,0,0,0,2,1,0,1,1,0,0,0,0,7,377,82,745,299,0,1,0,0,10,9,0,0,1,581,0,1,4,1577,268,0,1081,1,1387,876,339,51,9,0,0,0,3,7,0,0,4,152,11,1,0,6,0,3,0,7,3,4,1,2,0,1,0,0,0,0,1,14,0,0,1,0,0,7,16,13,0,0,0,1,4,10,0,0,10,0,1,436,0,0,0,3,4,0,0,0,7,0,1,0,1,0,0,0,9,3,1,1,0,0,1,1,0,2,0,2,0,0,0,41,3,0,7,0,0,0,2,1,0,0,0,0,0,1,2,0,0,0,1,0,0,0,2,1,3,0,0,2,1,0,5,2,1,31,2,9,1,0,0,0,0,1,1,0,0,2,6,0,0,225,0,0,0,3,437,213,58,0,4,2,8,1,0,0,1201,1713,88,0,0,1,0,0,5,1,729,1,3,91,5,2,0,5,92,27,72,61,8,36,28,6,12,12,19,51,31,2,43,16,10,16,73,18,53,38,14,29,17,47,14,30,31,49,38,57,17,3,18,17,33,62,44,6,31,32,39,29,0,0,0,0,0,0,3,0,0,0,1,2,0,2,6,11,0,0,5,2,2,7,1,0,156,0
"25",10,7,207,7,0,0,0,0,0,4,2,4,0,32,2,3,12,2,2,8,8,11,18,2,17,3,8,8,3,4,0,5,4,0,4,19,28,1,2,1,1,0,3,4,1,394,26,995,334,17,13,0,0,3,9,27,9,8,293,0,5,7,708,113,10,287,0,566,599,112,16,20,5,1,1,7,1,0,0,6,232,10,0,4,41,7,7,4,2,2,4,1,4,8,3,2,4,1,4,1,34,0,1,3,8,5,7,176,140,0,4,1,19,11,5,0,96,6,7,5,49,0,0,1,4,8,19,3,5,6,9,3,3,5,6,5,1,21,66,69,3,0,3,13,40,5,12,1,2,3,4,7,16,9,1,19,3,6,1,4,2,7,0,9,4,26,1,0,0,1,0,0,5,5,0,7,4,5,2,10,2,33,0,16,1,0,16,6,10,0,10,2,0,0,0,0,2,0,1,3,13,5,314,0,0,4,7,236,42,34,2,8,6,27,5,0,0,607,1201,97,4,1,4,0,10,13,4,689,58,0,0,1,8,6,10,146,22,90,105,11,45,55,11,15,31,29,53,34,9,82,28,9,26,91,22,75,75,17,50,23,96,18,49,30,59,56,82,32,8,18,24,48,58,58,9,35,59,61,33,3,20,0,0,16,6,2,0,150,22,3,7,3,3,13,18,5,6,5,3,2,9,52,1,116,0
"26",3,12,363,5,0,0,1,0,0,3,0,9,3,4,21,0,17,5,1,9,2,9,28,5,1,1,3,10,0,3,0,1,1,19,1,36,40,6,0,8,4,2,2,0,0,240,21,804,351,0,10,0,0,4,8,2,7,5,211,0,4,15,415,36,0,94,0,656,861,77,8,4,4,0,1,5,8,0,9,16,302,18,0,0,50,3,8,0,3,5,11,3,5,5,2,2,3,0,0,3,28,0,3,2,1,0,9,67,33,0,0,5,14,16,4,1,24,13,10,5,14,1,1,2,11,13,16,0,2,8,0,1,3,12,3,4,6,17,11,3,5,0,0,6,8,1,18,7,6,3,7,1,27,10,2,14,3,0,1,5,1,2,0,7,1,0,2,6,0,20,27,15,74,12,0,0,0,5,0,3,7,0,0,13,6,22,26,15,6,1,15,4,0,0,2,0,0,0,7,6,5,4,242,7,1,2,1,45,43,15,0,9,7,14,2,0,0,440,1330,66,2,0,6,0,6,3,2,1002,240,3,0,0,5,5,16,213,31,109,120,9,84,75,16,13,38,50,66,40,15,96,34,13,28,169,36,90,88,13,66,25,123,19,57,36,71,63,98,34,16,27,31,75,55,78,8,70,84,92,62,3,21,0,0,10,2,12,0,20,21,9,6,10,3,8,20,6,6,18,3,7,7,56,3,137,0
"27",3,11,83,11,0,0,6,0,0,2,0,7,0,26,0,0,5,3,3,13,5,2,6,7,1,1,12,9,4,6,0,0,0,0,2,12,11,5,2,11,3,2,4,0,1,307,31,586,243,0,12,0,0,4,3,0,7,11,174,0,2,6,663,92,0,267,0,501,430,63,10,42,0,13,0,0,3,0,4,5,182,18,4,2,17,8,3,2,4,1,5,0,6,1,13,4,1,0,6,2,20,8,0,5,4,4,5,103,51,0,0,2,29,4,4,0,0,6,2,2,9,0,0,1,16,6,14,0,11,3,2,2,7,11,3,5,7,20,8,13,1,0,1,1,11,1,136,0,5,2,2,13,21,21,0,34,6,1,3,1,4,2,0,7,1,22,5,9,1,8,0,2,111,8,0,7,8,3,7,3,4,10,0,13,6,6,9,7,1,1,16,2,0,0,0,3,0,2,3,7,3,3,185,0,5,10,9,74,31,16,5,1,6,16,3,0,0,365,925,77,1,3,1,0,0,9,1,996,189,2,0,2,5,9,65,175,21,76,70,6,61,68,11,8,19,26,61,27,5,70,22,9,32,100,26,63,56,7,72,33,96,23,44,21,65,60,59,30,15,27,17,45,58,43,6,56,58,56,41,8,119,0,1,4,4,4,0,236,9,12,8,4,3,6,14,7,6,11,8,2,8,69,0,221,0
"28",0,7,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,7,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,10,15,1,2,0,1,2,1,4,1,1,0,0,0,0,17,0,1,1,0,0,0,4,4,0,0,0,0,0,4,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,3,0,0,0,6,1,0,1,0,0,0,6,0,1,0,0,1,3,3,0,0,1,0,9,0,1,1,0,1,3,0,1,1,0,0,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,2,0,1,7,1,1,8,4,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,5,0,2,1,0,0,0,0,0,1,0,0,5,2,9,17,2,4,9,2,0,4,0,5,9,1,13,4,0,5,19,2,9,4,2,8,4,12,2,4,3,6,8,2,3,4,3,3,3,5,8,0,0,3,6,6,2,2,4,10,0,1,0,15,0,0,0,0,0,0,0,1,1,4,0,0,0,0,2,0,0,0
"29",0,46,128,13,0,2,8,27,20,20,4,14,32,1,0,0,3,4,1,8,4,10,17,1,8,0,5,11,7,0,0,19,0,1,4,11,31,4,2,6,3,3,3,4,0,95,5,259,79,1,14,0,0,8,2,2,7,11,37,12,3,13,346,61,1,96,1,403,433,44,14,5,1,0,1,1,1,0,0,6,235,14,0,0,23,3,3,3,2,1,7,3,2,3,1,3,2,2,3,2,18,1,5,1,1,3,12,154,231,0,4,2,32,12,8,1,14,7,4,4,2,0,7,3,26,17,11,0,7,1,0,3,1,12,6,4,3,5,6,45,0,0,0,1,20,0,29,9,7,0,0,0,22,19,1,15,8,26,5,5,0,5,0,5,1,0,12,4,4,0,0,0,0,5,0,4,2,14,0,2,5,0,0,3,3,1,5,7,1,1,16,0,0,0,0,1,1,0,3,2,0,0,332,0,1,5,0,100,37,17,8,4,2,20,1,0,0,199,1008,43,1,4,3,0,3,10,2,1584,225,5,18,3,5,6,7,147,9,62,116,12,73,47,17,9,31,34,61,32,8,93,27,9,31,112,12,93,77,11,62,31,68,30,55,30,57,54,69,25,17,19,15,58,69,29,7,52,52,41,59,0,1,0,0,4,6,5,0,252,12,2,9,2,8,7,20,5,8,11,4,0,5,86,2,270,0
"30",0,3,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,7,0,1,3,1,0,1,1,0,1,0,0,1,0,1,0,5,0,2,1,0,0,0,0,0,1,1,0,5,16,12,2,2,0,0,6,0,9,1,3,0,0,0,0,10,2,2,0,0,0,0,0,1,0,0,0,0,1,27,0,0,1,3,0,1,2,0,1,0,0,2,1,1,0,1,0,0,0,4,1,0,0,1,2,0,9,6,6,0,0,8,0,0,1,0,1,0,11,0,5,0,0,2,7,6,0,1,0,0,15,1,2,2,0,3,1,1,3,0,2,0,1,13,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,1,3,0,1,0,0,0,0,0,1,1,0,2,3,0,1,0,1,5,0,0,0,2,1,0,2,4,0,11,1,0,0,7,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,4,2,1,2,0,1,1,0,0,0,1,2,0,7,3,1,0,0,0,0,3,0,0,7,13,16,11,1,12,7,3,2,12,5,8,11,4,16,8,0,3,20,2,10,21,1,3,17,9,5,9,2,7,14,10,4,1,5,3,9,8,15,0,10,5,8,8,1,3,0,9,0,0,0,49,0,0,2,1,0,0,0,1,2,3,2,2,0,0,2,1,0,0
